,name,# batches,total eps,func L2,approx err,priv err,priv loss,smooth err,smooth loss,approx time,priv time,smooth time,total runtime,baseline priv err,baseline runtime
451,udwiull,26,0.26,6838865.26245791,4409630.343871469,4566425.510684658,1089213.8958335253,7101914.326466583,5536559.363121288,2.331042528152466,0.0012243588765462243,0.164974848429362,2.497241735458374,457085264511.655,0.4665944576263428
452,uvjova,16,0.16,6809418.080967565,3900278.7092184885,3987089.7428131243,787137.8712715972,7374300.199652924,6144733.006614297,1.59682297706604,0.0008150339126586914,0.1370178461074829,1.7346558570861816,329666202864.83484,0.2810160848829481
453,obheujvo,25,0.25,6254022.803498689,4559570.745498764,4701463.865714375,1040926.9163683677,7600757.742399665,6012548.745485175,2.4142746925354004,0.0011841191185845272,0.15738554795583085,2.572844359609816,446947280820.5064,0.43740304311116535
454,ucovlato,24,0.24,8661968.72936586,5063329.205921484,5192146.0137332855,1078593.2781921108,8331259.679440762,6582552.026166111,2.4354071617126465,0.001141985257466634,0.16445408927069768,2.601003236240811,432548737069.15015,0.4225964148839314
455,abcoij,6,0.06,14335.294745845418,813444.3078510258,824644.5914237014,133588.95735029294,1639511.4402301875,1346171.681456503,0.3476729393005371,0.00024469693501790363,0.02499551243252224,0.37291314866807723,168726163223.09448,0.09688749578264025
456,iotklojy,25,0.25,7661793.369377058,4567416.822719019,4703117.936773419,1007100.9851827767,7269726.145819163,5609152.792694021,2.3878939151763916,0.0011690722571478952,0.1541397968928019,2.543202784326341,444892960278.37366,0.4399594598346286
457,avpavi,24,0.24,10407093.368373707,4404234.943749455,4520360.146549744,913025.3559944403,7607855.015764148,6118885.330475228,2.0938642024993896,0.001107547018263075,0.13681153456370035,2.2317832840813527,431844197406.9262,0.43507284588283957
458,abwecnij,26,0.26,7460340.629100524,5154708.940304735,5305837.98681975,1143344.018634121,11980605.431179047,10654279.66967695,2.5786449909210205,0.0012376440895928281,0.16969484753078884,2.7495774825414023,459121548531.02814,0.45850748485989035
459,itbadpi,23,0.23,14119700.510155173,4776156.070412379,4910856.321818166,1013938.9799257537,7674948.264797996,5989314.365635016,2.1275179386138916,0.0011017454995049369,0.15201332834031847,2.2806330124537153,427358397421.139,0.4106979635026719
460,andyol,25,0.25,6973718.300066759,4458392.053665334,4607046.940404533,1063450.2468907263,8105686.327422067,6632879.002850821,2.455735206604004,0.0011800262663099503,0.15661127037472197,2.6135265032450357,449365376689.3882,0.439964665306939
461,etalrab,26,0.26,12454971.126570787,5119811.136349594,5284633.675192523,1273380.1550083389,8554198.903406583,6831862.226996085,2.7453670501708984,0.0012560288111368816,0.18939594427744547,2.9360190232594805,458831251647.63605,0.4521627028783161
462,erjboyni,21,0.21,11646787.019343425,4434706.195529549,4570260.128432534,1047156.6656041372,10521952.646393776,9312314.758249212,2.3058738708496094,0.001066764195760091,0.17698285314771864,2.483923488193088,399007610695.7305,0.36492261621687144
463,itcemra,24,0.24,7025486.296839556,4536657.294085576,4694634.167644661,1142102.3777597833,8611661.827502236,7224540.315119734,2.348233461380005,0.001217855347527398,0.19095407591925728,2.5404053926467896,438208248269.1017,0.42504225836859805
464,onvahe,24,0.24,6769249.417896492,4437413.706124601,4568045.827756744,993030.3197294214,6847891.982304012,5202868.131631117,2.14654278755188,0.0011283689075046114,0.15022908316718206,2.2979002396265664,436630188172.1079,0.4283411237928603
465,etirnfew,5,0.05,5360441.056965777,1007420.4566890006,1047903.8614330207,280251.42730729596,1835782.985404876,1514884.3152079713,0.5816872119903564,0.00029019514719645184,0.06353884273105198,0.6455162498686049,98147424233.93488,0.08564673529730903
466,eybmij,24,0.24,8238942.343013809,4694203.2971019335,4838314.822472167,1093019.0702333876,8371541.649907295,6860228.769103855,2.4510533809661865,0.001145230399237739,0.16284037960900202,2.6150389909744263,441018367521.8718,0.4330175982581244
467,ebrulra,16,0.16,8944486.135967342,3833705.1731309397,3930210.9676413243,813527.1420634224,5979647.962172902,4549173.635499502,1.8269076347351074,0.0007913245095147027,0.1181523534986708,1.945851312743293,346689421581.0627,0.2909631066852145
468,ajsips,25,0.25,6432981.653990395,5085098.9329876,5197764.113392374,961594.6920582447,7959721.434562721,6103298.714621266,2.150965690612793,0.001156012217203776,0.14326662487453884,2.2953883277045355,445856009827.623,0.43828839725918245
469,aldhidd,17,0.17,11904443.436417745,3472663.22679921,3570618.4487576624,762334.643228712,5443198.760366892,4159611.061828374,1.5903260707855225,0.0008056693606906466,0.11267382568783232,1.7038055658340454,354141318810.9046,0.3057540390226575
470,ecnoplsi,24,0.24,4110442.853572876,4496942.211125485,4635052.808451017,1019643.6523088329,7092121.028452851,5470496.320167825,2.164449453353882,0.0011352962917751733,0.15036768383449978,2.315952433480157,433569731586.5928,0.4262638092041015
